company,name,model,link_x_x,size,link_y_x,link_x_y,freq,link_y_y
Corcair,CORSAIR Desktop Dominator Platinum Series – 128GB (16GBx8) DDR4 3000MHz RAM (CMD128GX4M8B3000C16),CMD128GX4M8B3000C16,pcpricetracker.in/gen/products/386fdbf0c2a9c7750824cc7fb731fe2c,28GB ,pcpricetracker.in/gen/products/386fdbf0c2a9c7750824cc7fb731fe2c,pcpricetracker.in/gen/products/386fdbf0c2a9c7750824cc7fb731fe2c,3000MHz ,pcpricetracker.in/gen/products/386fdbf0c2a9c7750824cc7fb731fe2c
Corcair,CORSAIR DOMINATOR PLATINUM 16GB (2X8GB) DDR4 DRAM 2666 MHZ C15 RAM (CMD16GX4M2A2666C15),CMD16GX4M2A2666C15,pcpricetracker.in/gen/products/ca6f0dd73b4b711a344e6a45c39c1081,16GB ,pcpricetracker.in/gen/products/ca6f0dd73b4b711a344e6a45c39c1081,pcpricetracker.in/gen/products/ca6f0dd73b4b711a344e6a45c39c1081,2666 MHZ ,pcpricetracker.in/gen/products/ca6f0dd73b4b711a344e6a45c39c1081
Corcair,Corsair CMD16GX4M2B3000C15 Desktop Ram Dominator Platinum Series 16GB (8GBx2) DDR4 3000MHz,CMD16GX4M2B3000C15 ,pcpricetracker.in/gen/products/0c64724833147ce3ef83a6e8c52377de,16GB ,pcpricetracker.in/gen/products/0c64724833147ce3ef83a6e8c52377de,pcpricetracker.in/gen/products/0c64724833147ce3ef83a6e8c52377de,3000MHz,pcpricetracker.in/gen/products/0c64724833147ce3ef83a6e8c52377de
Corcair,Corsair CMD16GX4M2B3200C16 Desktop Ram Dominator Platinum Series 16GB (8GBx2) DDR4 3200MHz,CMD16GX4M2B3200C16 ,pcpricetracker.in/gen/products/4f3ffcf02232b4d5a31e3c2e4b647a96,16GB ,pcpricetracker.in/gen/products/4f3ffcf02232b4d5a31e3c2e4b647a96,pcpricetracker.in/gen/products/4f3ffcf02232b4d5a31e3c2e4b647a96,3200MHz,pcpricetracker.in/gen/products/4f3ffcf02232b4d5a31e3c2e4b647a96
Corcair,Corsair CMD16GX4M2B3600C18 Desktop Ram Dominator Platinum Series 16GB (8GBx2) DDR4 3600MHz,CMD16GX4M2B3600C18 ,pcpricetracker.in/gen/products/3b2661069e19cccebd235bf8e8167857,16GB ,pcpricetracker.in/gen/products/3b2661069e19cccebd235bf8e8167857,pcpricetracker.in/gen/products/3b2661069e19cccebd235bf8e8167857,3600MHz,pcpricetracker.in/gen/products/3b2661069e19cccebd235bf8e8167857
Corcair,Corsair CMD32GX4M2B3000C15 Desktop Ram Dominator Platinum Series 32GB (16GBx2) DDR4 3000MHz,CMD32GX4M2B3000C15 ,pcpricetracker.in/gen/products/7e15800df5d1bd431c3db9a9fa1623f2,32GB ,pcpricetracker.in/gen/products/7e15800df5d1bd431c3db9a9fa1623f2,pcpricetracker.in/gen/products/7e15800df5d1bd431c3db9a9fa1623f2,3000MHz,pcpricetracker.in/gen/products/7e15800df5d1bd431c3db9a9fa1623f2
Corcair,Corsair CMD32GX4M2C3200C16 Desktop Ram Dominator Platinum Series 32GB (16GBx2) DDR4 3200MHz,CMD32GX4M2C3200C16 ,pcpricetracker.in/gen/products/d2beb66bd21329f563468da851288056,32GB ,pcpricetracker.in/gen/products/d2beb66bd21329f563468da851288056,pcpricetracker.in/gen/products/d2beb66bd21329f563468da851288056,3200MHz,pcpricetracker.in/gen/products/d2beb66bd21329f563468da851288056
Corcair,CORSAIR Desktop Dominator Platinum Series – 32GB (8GBx4) DDR4 3000MHz RAM (CMD32GX4M4C3000C15),CMD32GX4M4C3000C15,pcpricetracker.in/gen/products/a32bc558d2e7be492203d25a4f21b4ee,32GB ,pcpricetracker.in/gen/products/a32bc558d2e7be492203d25a4f21b4ee,pcpricetracker.in/gen/products/a32bc558d2e7be492203d25a4f21b4ee,3000MHz ,pcpricetracker.in/gen/products/a32bc558d2e7be492203d25a4f21b4ee
Crucial,CORSAIR Desktop Dominator Platinum Series – 64GB (16GBx4) DDR4 3000MHz RAM (CMD64GX4M4C3000C15),CMD64GX4M4C3000C15,pcpricetracker.in/gen/products/91d8d270d97f7219b3f13c6f1ddf8ae6,64GB ,pcpricetracker.in/gen/products/91d8d270d97f7219b3f13c6f1ddf8ae6,pcpricetracker.in/gen/products/91d8d270d97f7219b3f13c6f1ddf8ae6,3000MHz ,pcpricetracker.in/gen/products/91d8d270d97f7219b3f13c6f1ddf8ae6
Corcair,CORSAIR CMK128GX4M4D3600C18 Desktop Ram VENGEANCE LPX Series 128GB (32GBx4) DDR4 3600MHz Black,CMK128GX4M4D3600C18 ,pcpricetracker.in/gen/products/7a5092f75390b47b2855c46883cadd18,28GB ,pcpricetracker.in/gen/products/7a5092f75390b47b2855c46883cadd18,pcpricetracker.in/gen/products/7a5092f75390b47b2855c46883cadd18,3600MHz ,pcpricetracker.in/gen/products/7a5092f75390b47b2855c46883cadd18
Corcair,Corsair Vengeance LPX Black 128GB (4x32GB) 3200MHz DDR4 Quad Channel Memory Kit CMK128GX4M4E3200C16,CMK128GX4M4E3200C16,pcpricetracker.in/gen/products/19d559f1f3c2e63c853828e12fdf90ca,28GB ,pcpricetracker.in/gen/products/19d559f1f3c2e63c853828e12fdf90ca,pcpricetracker.in/gen/products/19d559f1f3c2e63c853828e12fdf90ca,3200MHz ,pcpricetracker.in/gen/products/19d559f1f3c2e63c853828e12fdf90ca
Corcair,CORSAIR Desktop Vengeance LPX Series – 16GB (16GBx1) DDR4 2400MHz RAM (CMK16GX4M1A2400C16),CMK16GX4M1A2400C16,pcpricetracker.in/gen/products/7c33559b76359c3db406c7d1987e46e4,16GB ,pcpricetracker.in/gen/products/7c33559b76359c3db406c7d1987e46e4,pcpricetracker.in/gen/products/7c33559b76359c3db406c7d1987e46e4,2400MHz ,pcpricetracker.in/gen/products/7c33559b76359c3db406c7d1987e46e4
Corcair,Corsair CMK16GX4M1D3000C16 Desktop Ram Vengeance Lpx Series - 16GB (16GBx1) DDR4 3000MHz Black,CMK16GX4M1D3000C16 ,pcpricetracker.in/gen/products/70d588cb557c2ed5f9398eefa4960a30,16GB ,pcpricetracker.in/gen/products/70d588cb557c2ed5f9398eefa4960a30,pcpricetracker.in/gen/products/70d588cb557c2ed5f9398eefa4960a30,3000MHz ,pcpricetracker.in/gen/products/70d588cb557c2ed5f9398eefa4960a30
Corcair,Corsair CMK16GX4M1E3200C16 Desktop Ram Vengeance Lpx Series 16GB (16GBx1) DDR4 3200MHz,CMK16GX4M1E3200C16 ,pcpricetracker.in/gen/products/0b29d40ea63edc7650da5c3e292eaf27,16GB ,pcpricetracker.in/gen/products/0b29d40ea63edc7650da5c3e292eaf27,pcpricetracker.in/gen/products/0b29d40ea63edc7650da5c3e292eaf27,3200MHz,pcpricetracker.in/gen/products/0b29d40ea63edc7650da5c3e292eaf27
Corcair,CORSAIR Vengeance LPX 16GB DDR4 3600MHz Memory CMK16GX4M1Z3600C18,CMK16GX4M1Z3600C18,pcpricetracker.in/gen/products/c7a4c0fadc0740dfe43dca600bbab44f,16GB ,pcpricetracker.in/gen/products/c7a4c0fadc0740dfe43dca600bbab44f,pcpricetracker.in/gen/products/c7a4c0fadc0740dfe43dca600bbab44f,3600MHz ,pcpricetracker.in/gen/products/c7a4c0fadc0740dfe43dca600bbab44f
Corcair,CORSAIR VENGEANCE LPX 16GB (2 x 8GB) DDR4 DRAM 3600MHz C18 Memory Kit – Black,,pcpricetracker.in/gen/products/bc6cd2ba33f39c773360be08707356e0,16GB ,pcpricetracker.in/gen/products/bc6cd2ba33f39c773360be08707356e0,pcpricetracker.in/gen/products/bc6cd2ba33f39c773360be08707356e0,3600MHz ,pcpricetracker.in/gen/products/bc6cd2ba33f39c773360be08707356e0
Corcair,Corsair VENGEANCE® LPX 16GB (8GBX2) DDR4 DRAM 4000MHz C19 Memory Kit - Black,,pcpricetracker.in/gen/products/a182dc61ddd544c8e9f02816084315f4,16GB ,pcpricetracker.in/gen/products/a182dc61ddd544c8e9f02816084315f4,pcpricetracker.in/gen/products/a182dc61ddd544c8e9f02816084315f4,4000MHz ,pcpricetracker.in/gen/products/a182dc61ddd544c8e9f02816084315f4
Corcair,Corsair Vengeance LPX 32GB (32GBx1) DDR4 3000MHz (CMK32GX4M1D3000C16),CMK32GX4M1D3000C16,pcpricetracker.in/gen/products/11b25d23ef120242d0de4afa2eb7f4ee,32GB ,pcpricetracker.in/gen/products/11b25d23ef120242d0de4afa2eb7f4ee,pcpricetracker.in/gen/products/11b25d23ef120242d0de4afa2eb7f4ee,3000MHz ,pcpricetracker.in/gen/products/11b25d23ef120242d0de4afa2eb7f4ee
Corcair,CORSAIR VENGEANCE LPX 32GB(16GBX2) DDR4 DRAM 3600MHZ C18 RAM (BLACK),,pcpricetracker.in/gen/products/50c5dd85953f361744cb14de6d5e1697,32GB,pcpricetracker.in/gen/products/50c5dd85953f361744cb14de6d5e1697,pcpricetracker.in/gen/products/50c5dd85953f361744cb14de6d5e1697,3600MHZ ,pcpricetracker.in/gen/products/50c5dd85953f361744cb14de6d5e1697
Corcair,CORSAIR Desktop Vengeance LPX Series – 4GB (4GBx1) DDR4 2400MHz Red RAM (CMK4GX4M1A2400C16R),CMK4GX4M1A2400C16R,pcpricetracker.in/gen/products/3ab3e16ebdba17e3442d08617b74cf6b,4GB ,pcpricetracker.in/gen/products/3ab3e16ebdba17e3442d08617b74cf6b,pcpricetracker.in/gen/products/3ab3e16ebdba17e3442d08617b74cf6b,2400MHz ,pcpricetracker.in/gen/products/3ab3e16ebdba17e3442d08617b74cf6b
Corcair,CORSAIR Desktop Vengeance LPX Series – 4GB (4GBx1) DDR4 2400MHz Black RAM (CMK4GX4M1D2400C16),CMK4GX4M1D2400C16,pcpricetracker.in/gen/products/dfbcfc606c35306084b7ac7ab09e5159,4GB ,pcpricetracker.in/gen/products/dfbcfc606c35306084b7ac7ab09e5159,pcpricetracker.in/gen/products/dfbcfc606c35306084b7ac7ab09e5159,2400MHz ,pcpricetracker.in/gen/products/dfbcfc606c35306084b7ac7ab09e5159
Corcair,CORSAIR CMK64GX4M2D3600C18 Desktop Ram VENGEANCE LPX Series 64GB (32GBx2) DDR4 3600MHz Black,CMK64GX4M2D3600C18 ,pcpricetracker.in/gen/products/090eb2c50bb5b3ffa7f41dc43a195408,64GB ,pcpricetracker.in/gen/products/090eb2c50bb5b3ffa7f41dc43a195408,pcpricetracker.in/gen/products/090eb2c50bb5b3ffa7f41dc43a195408,3600MHz ,pcpricetracker.in/gen/products/090eb2c50bb5b3ffa7f41dc43a195408
Corcair,CORSAIR Vengeance LPX 64GB (2 x 32GB) DDR4 3200MHz Memory CMK64GX4M2E3200C16,CMK64GX4M2E3200C16,pcpricetracker.in/gen/products/ca46e4c1abbfef4bcdeb2bf7d850028b,64GB ,pcpricetracker.in/gen/products/ca46e4c1abbfef4bcdeb2bf7d850028b,pcpricetracker.in/gen/products/ca46e4c1abbfef4bcdeb2bf7d850028b,3200MHz ,pcpricetracker.in/gen/products/ca46e4c1abbfef4bcdeb2bf7d850028b
Corcair,CORSAIR CMK64GX4M4B3600C18 Desktop Ram VENGEANCE LPX Series 64GB (16GBx4) DDR4 3600MHz Black,CMK64GX4M4B3600C18 ,pcpricetracker.in/gen/products/0e133baf8142355a4d0a9112934d87d7,64GB ,pcpricetracker.in/gen/products/0e133baf8142355a4d0a9112934d87d7,pcpricetracker.in/gen/products/0e133baf8142355a4d0a9112934d87d7,3600MHz ,pcpricetracker.in/gen/products/0e133baf8142355a4d0a9112934d87d7
Corcair,CORSAIR CMK64GX4M4C3200C16 Desktop Ram VENGEANCE LPX Series 64GB (16GBx4) DDR4 3200MHz Black,CMK64GX4M4C3200C16 ,pcpricetracker.in/gen/products/d4e6194be832a8547a57d381214c863e,64GB ,pcpricetracker.in/gen/products/d4e6194be832a8547a57d381214c863e,pcpricetracker.in/gen/products/d4e6194be832a8547a57d381214c863e,3200MHz ,pcpricetracker.in/gen/products/d4e6194be832a8547a57d381214c863e
Corcair,CORSAIR CMK64GX4M4D3000C16 Desktop Ram VENGEANCE LPX Series 64GB (16GBx4) DDR4 3000MHz Black,CMK64GX4M4D3000C16 ,pcpricetracker.in/gen/products/03cc949db90ea66cf451749ea8d32651,64GB ,pcpricetracker.in/gen/products/03cc949db90ea66cf451749ea8d32651,pcpricetracker.in/gen/products/03cc949db90ea66cf451749ea8d32651,3000MHz ,pcpricetracker.in/gen/products/03cc949db90ea66cf451749ea8d32651
Corcair,CORSAIR CMK64GX4M4E3200C16 Desktop Ram VENGEANCE LPX Series 64GB (16GBx4) DDR4 3200MHz Black,CMK64GX4M4E3200C16 ,pcpricetracker.in/gen/products/3f52ad0be831ac4e97335991d14f9045,64GB ,pcpricetracker.in/gen/products/3f52ad0be831ac4e97335991d14f9045,pcpricetracker.in/gen/products/3f52ad0be831ac4e97335991d14f9045,3200MHz ,pcpricetracker.in/gen/products/3f52ad0be831ac4e97335991d14f9045
Corcair,CORSAIR VENGEANCE LPX 8GB (1X8GB) DDR4 DRAM 2400MHZ C16 BLACK RAM (CMK8GX4M1A2400C16),CMK8GX4M1A2400C16,pcpricetracker.in/gen/products/90b3ba76f8770af57e95924b178efad1,8GB ,pcpricetracker.in/gen/products/90b3ba76f8770af57e95924b178efad1,pcpricetracker.in/gen/products/90b3ba76f8770af57e95924b178efad1,2400MHZ ,pcpricetracker.in/gen/products/90b3ba76f8770af57e95924b178efad1
Corcair,CORSAIR Desktop Vengeance LPX Series – 8GB (8GBx1) DDR4 2400MHz Red RAM (CMK8GX4M1A2400C16R),CMK8GX4M1A2400C16R,pcpricetracker.in/gen/products/d6c8d507da455b9d6c522a82cc059fa6,8GB ,pcpricetracker.in/gen/products/d6c8d507da455b9d6c522a82cc059fa6,pcpricetracker.in/gen/products/d6c8d507da455b9d6c522a82cc059fa6,2400MHz ,pcpricetracker.in/gen/products/d6c8d507da455b9d6c522a82cc059fa6
Corcair,Corsair CMK8GX4M1D3000C16 Desktop Ram Vengeance Lpx Series 8GB (8GBx1) DDR4 3000MHz Black,CMK8GX4M1D3000C16 ,pcpricetracker.in/gen/products/f740d8bb1dd8883fd1428b099859fa10,8GB ,pcpricetracker.in/gen/products/f740d8bb1dd8883fd1428b099859fa10,pcpricetracker.in/gen/products/f740d8bb1dd8883fd1428b099859fa10,3000MHz ,pcpricetracker.in/gen/products/f740d8bb1dd8883fd1428b099859fa10
Corcair,Corsair CMK8GX4M1E3200C16 Desktop Ram Vengeance Lpx Series 8GB (8GBx1) DDR4 3200MHz,CMK8GX4M1E3200C16 ,pcpricetracker.in/gen/products/7ebd87ae95d9955b8d2b7b4e8aa9e40d,8GB ,pcpricetracker.in/gen/products/7ebd87ae95d9955b8d2b7b4e8aa9e40d,pcpricetracker.in/gen/products/7ebd87ae95d9955b8d2b7b4e8aa9e40d,3200MHz,pcpricetracker.in/gen/products/7ebd87ae95d9955b8d2b7b4e8aa9e40d
Corcair,Corsair CMK8GX4M1Z3600C18 Desktop RAM Vengeance LPX Series 8GB (8GBx1) DDR4 3600MHz Black,CMK8GX4M1Z3600C18 ,pcpricetracker.in/gen/products/3e75a9f3dcc250dbf17f641e8a3bd9a5,8GB ,pcpricetracker.in/gen/products/3e75a9f3dcc250dbf17f641e8a3bd9a5,pcpricetracker.in/gen/products/3e75a9f3dcc250dbf17f641e8a3bd9a5,3600MHz ,pcpricetracker.in/gen/products/3e75a9f3dcc250dbf17f641e8a3bd9a5
Corcair,Corsair VENGEANCE® RGB 16GB (8GBX2) DDR4 DRAM 3000MHz C16 Memory Kit - White,,pcpricetracker.in/gen/products/d1c4c6d2f4d28e1f651a63d6dfe0831a,16GB ,pcpricetracker.in/gen/products/d1c4c6d2f4d28e1f651a63d6dfe0831a,pcpricetracker.in/gen/products/d1c4c6d2f4d28e1f651a63d6dfe0831a,3000MHz ,pcpricetracker.in/gen/products/d1c4c6d2f4d28e1f651a63d6dfe0831a
Corcair,Corsair CMT16GX4M2C3000C15 Desktop Ram DOMINATOR PLATINUM RGB Series 16GB (8GBx2) DDR4 3000MHz,CMT16GX4M2C3000C15 ,pcpricetracker.in/gen/products/877e50433707da2316e1eaa2bca33af1,16GB ,pcpricetracker.in/gen/products/877e50433707da2316e1eaa2bca33af1,pcpricetracker.in/gen/products/877e50433707da2316e1eaa2bca33af1,3000MHz,pcpricetracker.in/gen/products/877e50433707da2316e1eaa2bca33af1
Corcair,CORSAIR DOMINATOR PLATINUM RGB 16GB (8GBx2) DDR4 3200MHz DESKTOP RAM (CMT16GX4M2C3200C16),CMT16GX4M2C3200C16,pcpricetracker.in/gen/products/df0a3c78a3fa01793f0936b26ad61ff0,16GB ,pcpricetracker.in/gen/products/df0a3c78a3fa01793f0936b26ad61ff0,pcpricetracker.in/gen/products/df0a3c78a3fa01793f0936b26ad61ff0,3200MHz ,pcpricetracker.in/gen/products/df0a3c78a3fa01793f0936b26ad61ff0
Corcair,Corsair CMT32GX4M2C3000C15 Desktop Ram DOMINATOR PLATINUM RGB Series 32GB (16GBx2) DDR4 3000MHz,CMT32GX4M2C3000C15 ,pcpricetracker.in/gen/products/e240412d1a98ba1320cf9a09164585c4,32GB ,pcpricetracker.in/gen/products/e240412d1a98ba1320cf9a09164585c4,pcpricetracker.in/gen/products/e240412d1a98ba1320cf9a09164585c4,3000MHz,pcpricetracker.in/gen/products/e240412d1a98ba1320cf9a09164585c4
Corcair,CORSAIR DOMINATOR PLATINUM RGB 32GB (16 GB X 2) DDR4 DRAM 3200MHZ C16 RAM (CMT32GX4M2C3200C16),CMT32GX4M2C3200C16,pcpricetracker.in/gen/products/69461411520e34ccb43dc9f458b732e0,32GB ,pcpricetracker.in/gen/products/69461411520e34ccb43dc9f458b732e0,pcpricetracker.in/gen/products/69461411520e34ccb43dc9f458b732e0,3200MHZ ,pcpricetracker.in/gen/products/69461411520e34ccb43dc9f458b732e0
Corcair,CORSAIR Desktop Value Series – 4GB (4GBx1) DDR3 1600MHz RAM (CMV4GX3M1A1600C11),CMV4GX3M1A1600C11,pcpricetracker.in/gen/products/731c2804213512895c6b9e9a7c19c8ce,4GB ,pcpricetracker.in/gen/products/731c2804213512895c6b9e9a7c19c8ce,pcpricetracker.in/gen/products/731c2804213512895c6b9e9a7c19c8ce,1600MHz ,pcpricetracker.in/gen/products/731c2804213512895c6b9e9a7c19c8ce
Corcair,CORSAIR Desktop Value Series – 4GB (4GBx1) DDR3L 1600MHz RAM (CMV4GX3M1C1600C11),CMV4GX3M1C1600C11,pcpricetracker.in/gen/products/13b6b64461f0bba91d9490e2720607c5,4GB ,pcpricetracker.in/gen/products/13b6b64461f0bba91d9490e2720607c5,pcpricetracker.in/gen/products/13b6b64461f0bba91d9490e2720607c5,1600MHz ,pcpricetracker.in/gen/products/13b6b64461f0bba91d9490e2720607c5
Corcair,CORSAIR Desktop Value Series 8gb (8GBx1) DDR3 1600MHz RAM (CMV8GX3M1A1600C11),CMV8GX3M1A1600C11,pcpricetracker.in/gen/products/893cc0701989441cd86031815d4bcaa5,8GB,pcpricetracker.in/gen/products/893cc0701989441cd86031815d4bcaa5,pcpricetracker.in/gen/products/893cc0701989441cd86031815d4bcaa5,1600MHz ,pcpricetracker.in/gen/products/893cc0701989441cd86031815d4bcaa5
Corcair,Corsair CMW16GX4M1D3000C16 Desktop Ram Vengeance RGB Pro Series - 16GB (16GBx1) DDR4 3000MHz,CMW16GX4M1D3000C16 ,pcpricetracker.in/gen/products/e0a7a530c7ca0a3c787181e4f0a7ad62,16GB ,pcpricetracker.in/gen/products/e0a7a530c7ca0a3c787181e4f0a7ad62,pcpricetracker.in/gen/products/e0a7a530c7ca0a3c787181e4f0a7ad62,3000MHz,pcpricetracker.in/gen/products/e0a7a530c7ca0a3c787181e4f0a7ad62
Corcair,Corsair CMW16GX4M1Z3200C16 Desktop Ram Vengeance RGB Pro Series - 16GB (16GBx1) DDR4 3200MHz,CMW16GX4M1Z3200C16 ,pcpricetracker.in/gen/products/94b1f087565d58667e5f072faf6b70db,16GB ,pcpricetracker.in/gen/products/94b1f087565d58667e5f072faf6b70db,pcpricetracker.in/gen/products/94b1f087565d58667e5f072faf6b70db,3200MHz,pcpricetracker.in/gen/products/94b1f087565d58667e5f072faf6b70db
Corcair,CORSAIR Desktop Vengeance RGB Pro Series – 16GB (8GBx2) DDR4 3000MHz RAM (CMW16GX4M2C3000C15),CMW16GX4M2C3000C15,pcpricetracker.in/gen/products/a5e51cd4bcf1a4a56b89d359314f7db3,16GB ,pcpricetracker.in/gen/products/a5e51cd4bcf1a4a56b89d359314f7db3,pcpricetracker.in/gen/products/a5e51cd4bcf1a4a56b89d359314f7db3,3000MHz ,pcpricetracker.in/gen/products/a5e51cd4bcf1a4a56b89d359314f7db3
Corcair,CORSAIR 16GB (8GBX2) DDR4 – 3000 MHZ C16 VENGEANCE RGB SERIES RAM (CMW16GX4M2C3000C15W),CMW16GX4M2C3000C15W,pcpricetracker.in/gen/products/66e6f7808d160d760b6cdf2ef6e350c4,16GB ,pcpricetracker.in/gen/products/66e6f7808d160d760b6cdf2ef6e350c4,pcpricetracker.in/gen/products/66e6f7808d160d760b6cdf2ef6e350c4,3000 MHZ ,pcpricetracker.in/gen/products/66e6f7808d160d760b6cdf2ef6e350c4
Corcair,CORSAIR Desktop Vengeance RGB Pro Series – 16GB (8GBx2) DDR4 3200MHz RAM (CMW16GX4M2C3200C16),CMW16GX4M2C3200C16,pcpricetracker.in/gen/products/198849c4e4f5f1fc407e3ff7747eca1b,16GB ,pcpricetracker.in/gen/products/198849c4e4f5f1fc407e3ff7747eca1b,pcpricetracker.in/gen/products/198849c4e4f5f1fc407e3ff7747eca1b,3200MHz ,pcpricetracker.in/gen/products/198849c4e4f5f1fc407e3ff7747eca1b
Corcair,CORSAIR Desktop Vengeance RGB Pro Series – 16GB (8GBx2) DDR4 3200MHz RAM White (CMW16GX4M2C3200C16W),CMW16GX4M2C3200C16W,pcpricetracker.in/gen/products/60ff1dadd3952e46b72736d6e6cd2be2,16GB ,pcpricetracker.in/gen/products/60ff1dadd3952e46b72736d6e6cd2be2,pcpricetracker.in/gen/products/60ff1dadd3952e46b72736d6e6cd2be2,3200MHz ,pcpricetracker.in/gen/products/60ff1dadd3952e46b72736d6e6cd2be2
Corcair,Corsair VENGEANCE® RGB PRO 16GB (8GBX2) DDR4 DRAM 3600MHz C18 Memory - Black,,pcpricetracker.in/gen/products/c918fa72ba86078cb7987a8d98c1dcb0,16GB ,pcpricetracker.in/gen/products/c918fa72ba86078cb7987a8d98c1dcb0,pcpricetracker.in/gen/products/c918fa72ba86078cb7987a8d98c1dcb0,3600MHz ,pcpricetracker.in/gen/products/c918fa72ba86078cb7987a8d98c1dcb0
Corcair,Corsair VENGEANCE® RGB PRO 16GB (8GBX2) DDR4 DRAM 3600MHz C18 Memory Kit - White,,pcpricetracker.in/gen/products/93f154fab646dbf06e289343b4fa669a,16GB ,pcpricetracker.in/gen/products/93f154fab646dbf06e289343b4fa669a,pcpricetracker.in/gen/products/93f154fab646dbf06e289343b4fa669a,3600MHz ,pcpricetracker.in/gen/products/93f154fab646dbf06e289343b4fa669a
Corcair,Corsair VENGEANCE® RGB PRO 16GB (8GBX2) DDR4 DRAM 3600MHz C18 Memory - White,,pcpricetracker.in/gen/products/cb2e826e910d14d71c92ec0808392326,16GB ,pcpricetracker.in/gen/products/cb2e826e910d14d71c92ec0808392326,pcpricetracker.in/gen/products/cb2e826e910d14d71c92ec0808392326,3600MHz ,pcpricetracker.in/gen/products/cb2e826e910d14d71c92ec0808392326
Corcair,Corsair VENGEANCE® RGB PRO 32GB (16GBX2) DDR4 DRAM 3000MHz C15 Memory Kit - White,,pcpricetracker.in/gen/products/8e8855221ba98d43ab71032534c13534,32GB ,pcpricetracker.in/gen/products/8e8855221ba98d43ab71032534c13534,pcpricetracker.in/gen/products/8e8855221ba98d43ab71032534c13534,3000MHz ,pcpricetracker.in/gen/products/8e8855221ba98d43ab71032534c13534
Corcair,CORSAIR VENGEANCE® RGB PRO 32GB (2 x 16GB) DDR4 DRAM 3200MHz C16 Memory Kit – Black,,pcpricetracker.in/gen/products/f86ce7f6ca04810aafd10133e3179a49,32GB ,pcpricetracker.in/gen/products/f86ce7f6ca04810aafd10133e3179a49,pcpricetracker.in/gen/products/f86ce7f6ca04810aafd10133e3179a49,3200MHz ,pcpricetracker.in/gen/products/f86ce7f6ca04810aafd10133e3179a49
Corcair,CORSAIR 32GB (2 X 16GB) DDR4 DRAM 3200MHZ C16 VENGEANCE RGB PRO SERIES – WHITE RAM,,pcpricetracker.in/gen/products/f12dd07f0c9d69f930820e717c22d015,32GB ,pcpricetracker.in/gen/products/f12dd07f0c9d69f930820e717c22d015,pcpricetracker.in/gen/products/f12dd07f0c9d69f930820e717c22d015,3200MHZ ,pcpricetracker.in/gen/products/f12dd07f0c9d69f930820e717c22d015
Corcair,CORSAIR VENGEANCE RGB PRO 32GB (16GBx2) DDR4 3600MHz RAM (BLACK),CMW32GX4M2D3600C18,pcpricetracker.in/gen/products/4b6c0c3d55b33d22b95ffe860ee0d562,32GB ,pcpricetracker.in/gen/products/4b6c0c3d55b33d22b95ffe860ee0d562,pcpricetracker.in/gen/products/4b6c0c3d55b33d22b95ffe860ee0d562,3600MHz ,pcpricetracker.in/gen/products/4b6c0c3d55b33d22b95ffe860ee0d562
Corcair,CORSAIR 8GB (1X8GB) DDR4 – 3000 MHZ C16 VENGEANCE RGB PRO SERIES RAM (CMW8GX4M1D3000C16),CMW8GX4M1D3000C16,pcpricetracker.in/gen/products/252607639c23337b6a1c0836307b7dc4,8GB ,pcpricetracker.in/gen/products/252607639c23337b6a1c0836307b7dc4,pcpricetracker.in/gen/products/252607639c23337b6a1c0836307b7dc4,3000 MHZ ,pcpricetracker.in/gen/products/252607639c23337b6a1c0836307b7dc4
Corcair,Corsair VENGEANCE RGB PRO 8GB (8GBX1) DDR4 DRAM 3200MHz C16 Memory Kit,,pcpricetracker.in/gen/products/38263f1ef3c3c5323b462a64bbac74de,8GB ,pcpricetracker.in/gen/products/38263f1ef3c3c5323b462a64bbac74de,pcpricetracker.in/gen/products/38263f1ef3c3c5323b462a64bbac74de,3200MHz ,pcpricetracker.in/gen/products/38263f1ef3c3c5323b462a64bbac74de
Corcair,CORSAIR DESKTOP RAM VENGEANCE SERIES – 4GB (4GBx1) DDR3 1600MHz RAM (CMZ4GX3M1A1600C9),CMZ4GX3M1A1600C9,pcpricetracker.in/gen/products/ba958b59467715421ab9244bad8c9f39,4GB ,pcpricetracker.in/gen/products/ba958b59467715421ab9244bad8c9f39,pcpricetracker.in/gen/products/ba958b59467715421ab9244bad8c9f39,1600MHz ,pcpricetracker.in/gen/products/ba958b59467715421ab9244bad8c9f39
Corcair,CORSAIR Desktop Vengeance Series – 8GB (8GBx1) DDR3 1600MHz RAM (CMZ8GX3M1A1600C10),CMZ8GX3M1A1600C10,pcpricetracker.in/gen/products/240c57354c5eab96a2a65b5ebd825f28,8GB ,pcpricetracker.in/gen/products/240c57354c5eab96a2a65b5ebd825f28,pcpricetracker.in/gen/products/240c57354c5eab96a2a65b5ebd825f28,1600MHz ,pcpricetracker.in/gen/products/240c57354c5eab96a2a65b5ebd825f28
Gskill,G.SKILL Aegis Series 32GB (4x8GB) 2133MHz DDR4 Memory F4-2133C15Q-32GIS,F4-2133C15Q-32GIS,pcpricetracker.in/gen/products/a15170d3167427791e3f9319a56f1a0d,32GB ,pcpricetracker.in/gen/products/a15170d3167427791e3f9319a56f1a0d,pcpricetracker.in/gen/products/a15170d3167427791e3f9319a56f1a0d,2133MHz ,pcpricetracker.in/gen/products/a15170d3167427791e3f9319a56f1a0d
